trial,is_practice,block,is_old,pair_type,timing_jitter,timing_iti,within_category,high_cat_on_left,left_cat,right_cat,left_cat_value_group,right_cat_value_group,left_exemplar,right_exemplar,left_exemplar_value,right_exemplar_value,left_kind,right_kind,left_shape,right_shape,left_color,right_color,left_img_path,right_img_path,chosen_cat,unchosen_cat,chosen_value_group,unchosen_value_group,chosen_exemplar,unchosen_exemplar,chosen_exemplar_value,unchosen_exemplar_value
174,0,3,0,60-60,2500,2500,NaN,NaN,door knob,lipstick,60,60,door knob14,lipstick12,60,80,2.1,2.1,4,2.4,2.9,3.6,Stimuli/Experimental_stims/door knob/500_CLANYKAB.jpg,Stimuli/Experimental_stims/lipstick/P173709_hero.jpg,,,,,,,,
175,0,3,0,20-20,2500,2500,NaN,NaN,stool,necklace,20,20,stool3,necklace9,20,0,2.2,2.2,3.8,3.6,4.2,3.9,Stimuli/Experimental_stims/stool/ASTOOL44.jpg,Stimuli/Experimental_stims/necklace/ANECKLACE.jpg,,,,,,,,
176,0,3,0,80-80,2500,2500,NaN,NaN,makeup compact,baby carriage,80,80,makeup compact8,baby carriage4,80,60,2.3,2.2,2.5,3.9,3.3,4.3,Stimuli/Experimental_stims/makeup compact/P189207_hero.jpg,Stimuli/Experimental_stims/baby carriage/26373711.thl.jpg,,,,,,,,
177,0,3,0,20-60,2500,2500,NaN,0,stool,bongo,20,60,stool13,bongo6,0,40,2.2,2.1,3.8,2.9,4.2,3.2,Stimuli/Experimental_stims/stool/ASTOOL38.jpg,Stimuli/Experimental_stims/bongo/ABONGO9.jpg,,,,,,,,
178,0,3,1,NaN,2500,2500,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
179,0,3,0,20-60,2500,2500,NaN,0,poker card,key chain,20,60,poker card10,key chain8,20,60,2.2,2.2,1,4.5,2.7,4.4,Stimuli/Experimental_stims/poker card/22864488.thl.jpg,Stimuli/Experimental_stims/key chain/Keychain01.jpg,,,,,,,,
180,0,4,0,40-40,2500,2500,NaN,NaN,sofa,power strip,40,40,sofa8,power strip5,60,40,2.2,2.2,3.1,4,4.6,2.5,Stimuli/Experimental_stims/sofa/allegro-leather-sofa-med2.jpg,Stimuli/Experimental_stims/power strip/93e4a283-bcd6-4ad1-8add-339658cda0fc_400.jpg,,,,,,,,
181,0,4,0,60-60,2500,2500,NaN,NaN,door knob,bongo,60,60,door knob3,bongo7,80,80,2.1,2.1,4,2.9,2.9,3.2,Stimuli/Experimental_stims/door knob/020f7ec6-df08-40fa-b3a5-0dcfb762f085_4.jpg,Stimuli/Experimental_stims/bongo/26461075.thl.jpg,,,,,,,,
182,0,4,0,20-40,2500,2500,NaN,0,hat,sofa,20,40,hat7,sofa1,20,60,2.3,2.2,2.4,3.1,4.7,4.6,Stimuli/Experimental_stims/hat/ASTRHATFL.jpg,Stimuli/Experimental_stims/sofa/sofa-Nicholassingleseater-th.jpg,,,,,,,,
183,0,4,0,40-80,2500,2500,NaN,0,desk,hammer,40,80,desk15,hammer7,40,80,2.3,2,3.5,2.3,2.4,2.5,Stimuli/Experimental_stims/desk/ADESK21.jpg,Stimuli/Experimental_stims/hammer/hammer01.jpg,,,,,,,,
184,0,4,1,NaN,2500,2500,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
185,0,4,0,20-40,2500,2500,NaN,0,frame,desk,20,40,frame2,desk12,40,20,2.2,2.3,3.4,3.5,2.6,2.4,Stimuli/Experimental_stims/frame/AFRAME23.jpg,Stimuli/Experimental_stims/desk/ADESK19.jpg,,,,,,,,
186,0,4,0,40-40,2500,2500,NaN,NaN,microscope,hand bag,40,40,microscope8,hand bag7,60,40,2.2,2.3,3.5,3.9,2.5,4.5,Stimuli/Experimental_stims/microscope/AMICROS21.jpg,Stimuli/Experimental_stims/hand bag/stingray-leather-hobo-handbag-1.jpg,,,,,,,,
187,0,4,1,NaN,2500,2500,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
188,0,4,0,20-20,2500,2500,NaN,NaN,yarn,necklace,20,20,yarn15,necklace2,0,40,2.1,2.2,2.8,3.6,4.9,3.9,Stimuli/Experimental_stims/yarn/rainbowscarf-600x394.jpg,Stimuli/Experimental_stims/necklace/Anecklace7.jpg,,,,,,,,
189,0,4,1,NaN,2500,2500,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
190,0,4,0,40-60,2500,2500,NaN,1,watch,telescope,60,40,watch9,telescope11,60,60,2.2,2.1,2.1,3.3,2.5,2,Stimuli/Experimental_stims/watch/mens-diamond-watches-euro-48733-ab.jpg,Stimuli/Experimental_stims/telescope/digimarc.ms03.jpg,,,,,,,,
191,0,4,1,NaN,2500,2500,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
192,0,4,0,40-80,2500,2500,NaN,1,bike,microscope,80,40,bike7,microscope2,60,20,2.3,2.2,2.2,3.5,2.3,2.5,Stimuli/Experimental_stims/bike/bike.jpg,Stimuli/Experimental_stims/microscope/3090-b.jpg,,,,,,,,
193,0,4,0,20-60,2500,2500,NaN,1,key chain,frame,60,20,key chain4,frame15,40,20,2.2,2.2,4.5,3.4,4.4,2.6,Stimuli/Experimental_stims/key chain/Gumby_Green-Keychain.jpg,Stimuli/Experimental_stims/frame/AFRAME13.jpg,,,,,,,,
194,0,4,1,NaN,2500,2500,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
195,0,4,0,40-40,2500,2500,NaN,NaN,trumpet,tent,40,40,trumpet5,tent10,60,40,2.3,2.2,2.5,2.8,2.5,4.5,Stimuli/Experimental_stims/trumpet/408l.jpg,Stimuli/Experimental_stims/tent/TENT-DUTCH-GD1-1.jpg,,,,,,,,
196,0,4,0,40-80,2500,2500,NaN,0,patio lounge chair,makeup compact,40,80,patio lounge chair11,makeup compact11,20,80,2.2,2.3,2.9,2.5,4.3,3.3,Stimuli/Experimental_stims/patio lounge chair/51830.jpg,Stimuli/Experimental_stims/makeup compact/P190255_hero.jpg,,,,,,,,
197,0,4,0,40-60,2500,2500,NaN,0,microscope,watch,40,60,microscope12,watch7,20,40,2.2,2.2,3.5,2.1,2.5,2.5,Stimuli/Experimental_stims/microscope/usbdigitalmicroscope1_small1.jpg,Stimuli/Experimental_stims/watch/0900631b80baee56M.jpg,,,,,,,,
198,0,4,0,60-80,2500,2500,NaN,1,train,lipstick,80,60,train8,lipstick14,60,80,2.1,2.1,4.1,2.4,4.5,3.6,Stimuli/Experimental_stims/train/PL51190.jpg,Stimuli/Experimental_stims/lipstick/P109907_hero.jpg,,,,,,,,
199,0,4,0,60-80,2500,2500,NaN,1,nail polish,key chain,80,60,nail polish1,key chain6,60,80,2,2.2,2.1,4.5,4.9,4.4,Stimuli/Experimental_stims/nail polish/200.jpg,Stimuli/Experimental_stims/key chain/highboy_keychain_ItemCA75384.jpg,,,,,,,,
200,0,4,0,80-80,2500,2500,NaN,NaN,baby carriage,hammer,80,80,baby carriage6,hammer10,80,60,2.2,2,3.9,2.3,4.3,2.5,Stimuli/Experimental_stims/baby carriage/Baby_Stroller-1.jpg,Stimuli/Experimental_stims/hammer/Tabla Hammer.JPG,,,,,,,,
201,0,4,1,NaN,2500,2500,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
202,0,4,1,NaN,2500,2500,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
203,0,4,1,NaN,2500,2500,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
204,0,4,0,20-60,2500,2500,NaN,1,bongo,license plate,60,20,bongo1,license plate1,80,40,2.1,2.2,2.9,1,3.2,4.1,Stimuli/Experimental_stims/bongo/ABONGO22.jpg,Stimuli/Experimental_stims/license plate/il-423-3784.jpg,,,,,,,,
205,0,4,0,60-80,2500,2500,NaN,0,key chain,train,60,80,key chain12,train6,80,80,2.2,2.1,4.5,4.1,4.4,4.5,Stimuli/Experimental_stims/key chain/keychain.jpg,Stimuli/Experimental_stims/train/train9.jpg,,,,,,,,
206,0,4,0,20-20,2500,2500,NaN,NaN,frame,necklace,20,20,frame3,necklace6,20,0,2.2,2.2,3.4,3.6,2.6,3.9,Stimuli/Experimental_stims/frame/AFRAME132.jpg,Stimuli/Experimental_stims/necklace/Agoldnecklace.jpg,,,,,,,,
207,0,4,0,20-80,2500,2500,NaN,0,frame,hammer,20,80,frame5,hammer1,0,80,2.2,2,3.4,2.3,2.6,2.5,Stimuli/Experimental_stims/frame/AFRAME136.jpg,Stimuli/Experimental_stims/hammer/fosnaugh.hammer.jpg,,,,,,,,
208,0,4,0,60-80,2500,2500,NaN,1,train,watch,80,60,train9,watch11,60,60,2.1,2.2,4.1,2.1,4.5,2.5,Stimuli/Experimental_stims/train/train2.jpg,Stimuli/Experimental_stims/watch/B00020ODHO.01-A2E7J74KJYV9ZH._AA280_SCLZZZZZZZ_V65957276_.jpg,,,,,,,,
209,0,4,0,20-60,2500,2500,NaN,1,fan,necklace,60,20,fan5,necklace10,80,20,2.3,2.2,3.1,3.6,2,3.9,Stimuli/Experimental_stims/fan/Table_Fan.jpg,Stimuli/Experimental_stims/necklace/necklascenew03.jpg,,,,,,,,
210,0,4,0,80-80,2500,2500,NaN,NaN,dresser,seashell,80,80,dresser9,seashell15,60,100,2.3,2.2,2.9,4.5,1.5,2.4,Stimuli/Experimental_stims/dresser/ADRESSER.jpg,Stimuli/Experimental_stims/seashell/ASEASHE39.jpg,,,,,,,,
211,0,4,1,NaN,2500,2500,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
212,0,4,0,80-80,2500,2500,NaN,NaN,baby carriage,small table,80,80,baby carriage5,small table3,100,60,2.2,2,3.9,4.2,4.3,2.5,Stimuli/Experimental_stims/baby carriage/Baby_Stroller.jpg,Stimuli/Experimental_stims/small table/Atable122.jpg,,,,,,,,
213,0,4,0,20-80,2500,2500,NaN,0,license plate,makeup compact,20,80,license plate6,makeup compact2,0,80,2.2,2.3,1,2.5,4.1,3.3,Stimuli/Experimental_stims/license plate/ak-cru-684.jpg,Stimuli/Experimental_stims/makeup compact/P183922_hero.jpg,,,,,,,,
214,0,4,0,20-80,2500,2500,NaN,0,frame,bike,20,80,frame4,bike9,40,80,2.2,2.3,3.4,2.2,2.6,2.3,Stimuli/Experimental_stims/frame/AFRAME125.jpg,Stimuli/Experimental_stims/bike/Folding_Bike.jpg,,,,,,,,
215,0,4,0,20-40,2500,2500,NaN,1,power strip,bowl,40,20,power strip12,bowl14,60,20,2.2,2.2,4,2.9,2.5,4.5,Stimuli/Experimental_stims/power strip/41CXESEH1TL._AA262_.jpg,Stimuli/Experimental_stims/bowl/Aredglassbowl.jpg,,,,,,,,
216,0,4,1,NaN,2500,2500,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
217,0,4,0,20-60,2500,2500,NaN,1,motorcycle,frame,60,20,motorcycle3,frame14,80,40,2.1,2.2,2.9,3.4,3.6,2.6,Stimuli/Experimental_stims/motorcycle/motorcycle40.jpg,Stimuli/Experimental_stims/frame/AFRAME129.jpg,,,,,,,,
218,0,4,1,NaN,2500,2500,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
219,0,4,1,NaN,2500,2500,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
220,0,4,0,20-60,2500,2500,NaN,1,fan,hat,60,20,fan8,hat15,60,20,2.3,2.3,3.1,2.4,2,4.7,Stimuli/Experimental_stims/fan/f_tf1224_angle.jpg,Stimuli/Experimental_stims/hat/AFISHHAT2.jpg,,,,,,,,
221,0,4,0,40-60,2500,2500,NaN,0,desk,vase,40,60,desk10,vase2,20,40,2.3,2.3,3.5,4,2.4,4.7,Stimuli/Experimental_stims/desk/MEX028.jpg,Stimuli/Experimental_stims/vase/Avase106.jpg,,,,,,,,
222,0,4,0,20-40,2500,2500,NaN,1,patio lounge chair,license plate,40,20,patio lounge chair12,license plate12,40,40,2.2,2.2,2.9,1,4.3,4.1,Stimuli/Experimental_stims/patio lounge chair/rw-mendocinoultrachaisepc032-lg.jpg,Stimuli/Experimental_stims/license plate/TurtleLicensePlate.jpg,,,,,,,,
223,0,4,1,NaN,2500,2500,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
224,0,4,0,60-60,2500,2500,NaN,NaN,key chain,lipstick,60,60,key chain1,lipstick11,40,60,2.2,2.1,4.5,2.4,4.4,3.6,Stimuli/Experimental_stims/key chain/jm05s16.jpg,Stimuli/Experimental_stims/lipstick/21SS8DBWDQL._SS500_.jpg,,,,,,,,
225,0,4,0,40-80,2500,2500,NaN,1,small table,trumpet,80,40,small table9,trumpet12,60,20,2,2.3,4.2,2.5,2.5,2.5,Stimuli/Experimental_stims/small table/ATABLE79.jpg,Stimuli/Experimental_stims/trumpet/hornabariton.jpg,,,,,,,,
226,0,4,1,NaN,2500,2500,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
227,0,4,0,60-80,2500,2500,NaN,1,seashell,key chain,80,60,seashell7,key chain5,80,60,2.2,2.2,4.5,4.5,2.4,4.4,Stimuli/Experimental_stims/seashell/seashell34.jpg,Stimuli/Experimental_stims/key chain/keychain-metal-logo.jpg,,,,,,,,
228,0,4,0,40-40,2500,2500,NaN,NaN,sofa,desk,40,40,sofa6,desk5,20,20,2.2,2.3,3.1,3.5,4.6,2.4,Stimuli/Experimental_stims/sofa/wilkie-sofa-250h-new-cd.jpg,Stimuli/Experimental_stims/desk/ADESK6.jpg,,,,,,,,
229,0,4,0,20-80,2500,2500,NaN,0,poker card,train,20,80,poker card5,train13,0,100,2.2,2.1,1,4.1,2.7,4.5,Stimuli/Experimental_stims/poker card/22864800.thl.jpg,Stimuli/Experimental_stims/train/Tin_Toy_Train_3643.jpg,,,,,,,,
230,0,4,0,40-80,2500,2500,NaN,0,sofa,dresser,40,80,sofa3,dresser12,40,100,2.2,2.3,3.1,2.9,4.6,1.5,Stimuli/Experimental_stims/sofa/ACOUCH14.jpg,Stimuli/Experimental_stims/dresser/ADRESSE58.jpg,,,,,,,,
231,0,4,0,20-80,2500,2500,NaN,0,pen,small table,20,80,pen13,small table1,40,80,2.2,2,2,4.2,3.9,2.5,Stimuli/Experimental_stims/pen/pen07.jpg,Stimuli/Experimental_stims/small table/ATABLE10.jpg,,,,,,,,
232,0,4,0,20-20,2500,2500,NaN,NaN,bowl,poker card,20,20,bowl2,poker card8,0,20,2.2,2.2,2.9,1,4.5,2.7,Stimuli/Experimental_stims/bowl/AMIXBOWL2.jpg,Stimuli/Experimental_stims/poker card/22864392.thl.jpg,,,,,,,,
233,0,4,0,20-20,2500,2500,NaN,NaN,pen,stool,20,20,pen9,stool8,0,20,2.2,2.2,2,3.8,3.9,4.2,Stimuli/Experimental_stims/pen/Aredpen3.jpg,Stimuli/Experimental_stims/stool/ASTOOL33.jpg,,,,,,,,
234,0,4,0,40-60,2500,2500,NaN,0,trumpet,watch,40,60,trumpet7,watch1,40,80,2.3,2.2,2.5,2.1,2.5,2.5,Stimuli/Experimental_stims/trumpet/JTP-606MRS.jpg,Stimuli/Experimental_stims/watch/B000B5K8XI.01-A2E7J74KJYV9ZH._AA280_SCLZZZZZZZ_V53007008_.jpg,,,,,,,,
235,0,4,1,NaN,2500,2500,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
236,0,4,0,60-60,2500,2500,NaN,NaN,flashlight,motorcycle,60,60,flashlight9,motorcycle11,40,60,2,2.1,2.7,2.9,3.4,3.6,Stimuli/Experimental_stims/flashlight/new06.jpg,Stimuli/Experimental_stims/motorcycle/sportmotorcycle.jpg,,,,,,,,
237,0,4,0,80-80,2500,2500,NaN,NaN,baby carriage,makeup compact,80,80,baby carriage12,makeup compact1,60,60,2.2,2.3,3.9,2.5,4.3,3.3,Stimuli/Experimental_stims/baby carriage/Baby_Carriage-1.jpg,Stimuli/Experimental_stims/makeup compact/P190250_hero.jpg,,,,,,,,
238,0,4,0,60-60,2500,2500,NaN,NaN,motorcycle,bongo,60,60,motorcycle4,bongo10,80,80,2.1,2.1,2.9,2.9,3.6,3.2,Stimuli/Experimental_stims/motorcycle/motorcycle46.jpg,Stimuli/Experimental_stims/bongo/22945915.thl.jpg,,,,,,,,
239,0,4,0,40-60,2500,2500,NaN,,patio lounge chair,bongo,40,60,patio lounge chair4,bongo13,60,60,2.2,2.1,2.9,2.9,4.3,3.2,Stimuli/Experimental_stims/patio lounge chair/0-teak_tf53er.jpg,Stimuli/Experimental_stims/bongo/26388718.thl.jpg,,,,,,,,
240,0,5,0,60-80,2500,2500,NaN,0,bongo,nail polish,60,80,bongo3,nail polish5,80,100,2.1,2,2.9,2.1,3.2,4.9,Stimuli/Experimental_stims/bongo/26390697.thl.jpg,Stimuli/Experimental_stims/nail polish/182_t.jpg,,,,,,,,
241,0,5,0,60-80,2500,2500,NaN,1,makeup compact,bongo,80,60,makeup compact6,bongo9,80,40,2.3,2.1,2.5,2.9,3.3,3.2,Stimuli/Experimental_stims/makeup compact/P0754_hero.jpg,Stimuli/Experimental_stims/bongo/22946035.thl.jpg,,,,,,,,
242,0,5,0,80-80,2500,2500,NaN,NaN,nail polish,dresser,80,80,nail polish10,dresser10,60,60,2,2.3,2.1,2.9,4.9,1.5,Stimuli/Experimental_stims/nail polish/NLM23_opi_nail_polish.jpg,Stimuli/Experimental_stims/dresser/ADRESSE14.jpg,,,,,,,,
243,0,5,0,40-40,2500,2500,NaN,NaN,desk,power strip,40,40,desk3,power strip1,60,20,2.3,2.2,3.5,4,2.4,2.5,Stimuli/Experimental_stims/desk/D-1 Four drawers desk Elm 64x23x33.jpg,Stimuli/Experimental_stims/power strip/6a30daf6-943c-4ced-bfa0-c42f35b22380_400.jpg,,,,,,,,
244,0,5,1,NaN,2500,2500,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
245,0,5,0,40-40,2500,2500,NaN,NaN,patio lounge chair,telescope,40,40,patio lounge chair15,telescope14,20,60,2.2,2.1,2.9,3.3,4.3,2,Stimuli/Experimental_stims/patio lounge chair/phpThumb.jpg,Stimuli/Experimental_stims/telescope/T09748dt.jpg,,,,,,,,
246,0,5,1,NaN,2500,2500,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
247,0,5,0,40-80,2500,2500,NaN,1,dresser,tent,80,40,dresser3,tent7,80,40,2.3,2.2,2.9,2.8,1.5,4.5,Stimuli/Experimental_stims/dresser/ADRESSE79.jpg,Stimuli/Experimental_stims/tent/9238gh948h.jpg,,,,,,,,
248,0,5,0,20-20,2500,2500,NaN,NaN,yarn,pen,20,20,yarn10,pen2,0,40,2.1,2.2,2.8,2,4.9,3.9,Stimuli/Experimental_stims/yarn/revelation-yarn.jpg,Stimuli/Experimental_stims/pen/Montblanc-Blu-Starwalker-BP copy.jpg,,,,,,,,
249,0,5,0,60-80,2500,2500,NaN,0,key chain,small table,60,80,key chain2,small table2,80,60,2.2,2,4.5,4.2,4.4,2.5,Stimuli/Experimental_stims/key chain/superman_returns_pewter_keychain_2.jpg,Stimuli/Experimental_stims/small table/Atable126.jpg,,,,,,,,
250,0,5,0,40-60,2500,2500,NaN,0,microscope,motorcycle,40,60,microscope11,motorcycle8,60,40,2.2,2.1,3.5,2.9,2.5,3.6,Stimuli/Experimental_stims/microscope/konus5604microscope.jpg,Stimuli/Experimental_stims/motorcycle/Motorcycle903425j2.jpg,,,,,,,,
251,0,5,0,20-40,2500,2500,NaN,0,license plate,sofa,20,40,license plate7,sofa2,20,20,2.2,2.2,1,3.1,4.1,4.6,Stimuli/Experimental_stims/license plate/co-825-fjf.jpg,Stimuli/Experimental_stims/sofa/ALOVSEA12.jpg,,,,,,,,
252,0,5,0,20-80,2500,2500,NaN,1,seashell,bowl,80,20,seashell13,bowl10,100,40,2.2,2.2,4.5,2.9,2.4,4.5,Stimuli/Experimental_stims/seashell/coquillage22.jpg,Stimuli/Experimental_stims/bowl/Abowl50.jpg,,,,,,,,
253,0,5,0,20-40,2500,2500,NaN,0,frame,tent,20,40,frame6,tent5,20,60,2.2,2.2,3.4,2.8,2.6,4.5,Stimuli/Experimental_stims/frame/AFRAME123.jpg,Stimuli/Experimental_stims/tent/Dome Tentnb87r67.jpg,,,,,,,,
254,0,5,0,40-60,2500,2500,NaN,0,patio lounge chair,flashlight,40,60,patio lounge chair6,flashlight1,60,80,2.2,2,2.9,2.7,4.3,3.4,Stimuli/Experimental_stims/patio lounge chair/Lounge_Chair_with_Pillow.jpg,Stimuli/Experimental_stims/flashlight/Graphite3D.jpg,,,,,,,,
255,0,5,0,20-20,2500,2500,NaN,NaN,poker card,necklace,20,20,poker card3,necklace7,0,20,2.2,2.2,1,3.6,2.7,3.9,Stimuli/Experimental_stims/poker card/9817131.thl.jpg,Stimuli/Experimental_stims/necklace/Anecklace12.jpg,,,,,,,,
256,0,5,0,20-40,2500,2500,NaN,1,patio lounge chair,license plate,40,20,patio lounge chair5,license plate5,20,40,2.2,2.2,2.9,1,4.3,4.1,Stimuli/Experimental_stims/patio lounge chair/Steel_Assembling_Lounge.jpg,Stimuli/Experimental_stims/license plate/va-eew.jpg,,,,,,,,
257,0,5,0,40-40,2500,2500,NaN,NaN,desk,telescope,40,40,desk6,telescope6,20,20,2.3,2.1,3.5,3.3,2.4,2,Stimuli/Experimental_stims/desk/0051507b.jpg,Stimuli/Experimental_stims/telescope/LO-telescope-89769.jpg,,,,,,,,
258,0,5,0,40-40,2500,2500,NaN,NaN,trumpet,power strip,40,40,trumpet6,power strip7,60,20,2.3,2.2,2.5,4,2.5,2.5,Stimuli/Experimental_stims/trumpet/JUP416S.JPG,Stimuli/Experimental_stims/power strip/412YZ25RFBL._AA262_.jpg,,,,,,,,
259,0,5,1,NaN,2500,2500,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
260,0,5,0,60-80,2500,2500,NaN,0,lipstick,bike,60,80,lipstick9,bike2,60,80,2.1,2.3,2.4,2.2,3.6,2.3,Stimuli/Experimental_stims/lipstick/P189145_hero.jpg,Stimuli/Experimental_stims/bike/genius-bike.jpg,,,,,,,,
261,0,5,0,20-20,2500,2500,NaN,NaN,pen,necklace,20,20,pen11,necklace11,0,20,2.2,2.2,2,3.6,3.9,3.9,Stimuli/Experimental_stims/pen/pen01.jpg,Stimuli/Experimental_stims/necklace/necklascenew06.jpg,,,,,,,,
262,0,5,0,60-60,2500,2500,NaN,NaN,fan,flashlight,60,60,fan10,flashlight11,80,80,2.3,2,3.1,2.7,2,3.4,Stimuli/Experimental_stims/fan/n_sf_1666.jpg,Stimuli/Experimental_stims/flashlight/new04.jpg,,,,,,,,
263,0,5,0,60-60,2500,2500,NaN,NaN,watch,fan,60,60,watch4,fan2,40,80,2.2,2.3,2.1,3.1,2.5,2,Stimuli/Experimental_stims/watch/B000EI2NBW.01._AA280_SCLZZZZZZZ_.jpg,Stimuli/Experimental_stims/fan/507349_sk_lg.jpg,,,,,,,,
